"","word","happiness_rank","happiness_average","happiness_standard_deviation","twitter_rank","google_rank","nyt_rank","lyrics_rank","isFunction"
"8268","interference",8268,4.71,1.7321,NA,4107,NA,NA,0
"8269","komm",8269,4.71,1.118,NA,NA,NA,4707,0
"8270","obligations",8270,4.71,1.6073,NA,3988,NA,NA,0
"8271","perder",8271,4.71,1.2583,NA,NA,NA,4590,0
"8272","pues",8272,4.71,1.5811,NA,NA,NA,3288,0
"8273","tus",8273,4.71,1.3693,NA,NA,NA,1209,0
"8274","voel",8274,4.71,1.1291,NA,NA,NA,4580,0
"8275","boundaries",8275,4.7,1.5592,NA,3318,NA,NA,0
"8276","affairs",8276,4.7,1.594,NA,1152,1210,NA,0
"8278","boi",8278,4.7,1.165,4522,NA,NA,4929,0
"8280","chasing",8280,4.7,1.374,4896,NA,NA,2054,0
"8281","corporate",8281,4.7,1.5286,3425,2948,1032,NA,0
"8282","corps",8282,4.7,1.4463,NA,3336,2931,NA,0
"8283","cos",8283,4.7,0.7626,2065,NA,NA,810,0
"8284","crossed",8284,4.7,1.374,3177,3372,NA,2145,0
"8285","duty",8285,4.7,1.2657,3179,1096,3215,4663,0
"8287","excessive",8287,4.7,1.7642,NA,3470,NA,NA,0
"8288","geef",8288,4.7,1.2164,NA,NA,NA,4320,0
"8289","gue",8289,4.7,0.9949,1796,NA,NA,NA,0
"8290","hella",8290,4.7,1.5551,1797,NA,NA,NA,0
"8291","hound",8291,4.7,1.5811,NA,NA,NA,4703,0
"8294","isso",8294,4.7,1.0738,3174,NA,NA,NA,0
"8295","kno",8295,4.7,0.8631,783,NA,NA,4187,0
"8296","lawmakers",8296,4.7,1.4604,NA,NA,2946,NA,0
"8297","legislative",8297,4.7,1.5419,NA,3164,2704,NA,0
"8298","legislature",8298,4.7,1.5286,NA,3373,2036,NA,0
"8299","loc",8299,4.7,1.1112,NA,NA,NA,4967,0
"8300","los",8300,4.7,1.1824,723,2459,585,601,0
"8301","mau",8301,4.7,0.9313,2159,NA,NA,NA,0
"8302","maybe",8302,4.7,1.1112,288,2222,1127,255,0
"8303","mere",8303,4.7,1.3132,NA,1490,NA,NA,0
"8304","nail",8304,4.7,1.4321,3637,NA,NA,3635,0
"8305","neva",8305,4.7,0.9949,3050,NA,NA,3331,0
"8306","nichts",8306,4.7,1.1824,NA,NA,NA,3161,0
"8307","nuh",8307,4.7,1.3887,NA,NA,NA,1621,0
"8308","nya",8308,4.7,0.7354,3281,NA,NA,NA,0
"8309","payment",8309,4.7,2.0025,NA,2182,2990,NA,0
"8310","pullin",8310,4.7,1.4178,NA,NA,NA,4827,0
"8311","rocky",8311,4.7,1.7291,NA,NA,NA,4343,0
"8312","sd",8312,4.7,1.3132,4844,NA,NA,NA,0
"8313","senate",8313,4.7,1.4178,2396,2609,614,NA,0
"8314","ser",8314,4.7,1.0926,1898,NA,NA,1261,0
"8315","serbian",8315,4.7,1.3286,NA,NA,4468,NA,0
"8316","seriously",8316,4.7,1.5551,575,2843,2685,NA,0
"8317","slight",8317,4.7,1.0546,NA,2561,NA,NA,0
"8318","striking",8318,4.7,1.8763,NA,2747,3966,NA,0
"8319","tweeps",8319,4.7,1.6568,1899,NA,NA,NA,0
"8320","wrk",8320,4.7,1.5419,4940,NA,NA,NA,0
"8321","wth",8321,4.7,1.0546,3664,NA,NA,NA,0
"8323","frontin",8323,4.69,1.5573,NA,NA,NA,3687,0
"8324","iets",8324,4.69,1.1218,NA,NA,NA,4743,0
"8325","sind",8325,4.69,1.2617,NA,NA,NA,1900,0
"8326","weh",8326,4.69,1.2111,NA,NA,NA,3401,0
"8327","shakes",8327,4.69,1.8237,NA,NA,NA,4365,0
"8328","uns",8328,4.69,1.1878,NA,NA,NA,1969,0
"8329","zou",8329,4.69,1.4754,NA,NA,NA,3038,0
"8330","pasar",8330,4.68,1.0856,NA,NA,NA,4832,0
"8333","bodies",8333,4.68,1.6218,NA,1440,3572,1445,0
"8334","borrowed",8334,4.68,1.4348,NA,NA,NA,4785,0
"8335","clinical",8335,4.68,1.3768,NA,1350,2901,NA,0
"8336","cross",8336,4.68,1.7076,1538,868,1759,748,0
"8337","curb",8337,4.68,1.2848,NA,NA,NA,4681,0
"8338","cuz",8338,4.68,1.7195,440,NA,NA,313,0
"8339","deputy",8339,4.68,1.3468,NA,4846,1349,NA,0
"8340","doen",8340,4.68,0.9781,NA,NA,NA,4226,0
"8341","dun",8341,4.68,1.3915,4306,NA,NA,3367,0
"8342","einen",8342,4.68,1.1147,4118,NA,NA,4431,0
"8343","gibt",8343,4.68,1.2362,NA,NA,NA,4510,0
"8344","har",8344,4.68,1.3768,4166,NA,NA,2865,0
"8346","inevitable",8346,4.68,1.3619,NA,3731,NA,NA,0
"8347","institutions",8347,4.68,1.6835,NA,1191,2071,NA,0
"8348","islam",8348,4.68,2.325,NA,4514,NA,NA,0
"8349","knives",8349,4.68,2.0941,NA,NA,NA,4875,0
"8350","kono",8350,4.68,1.1507,NA,NA,NA,4782,0
"8351","nem",8351,4.68,1.0962,3445,NA,NA,4718,0
"8352","oldest",8352,4.68,1.6468,NA,NA,4553,NA,0
"8353","op",8353,4.68,0.7407,1410,2916,NA,1022,0
"8354","overcast",8354,4.68,1.6591,4352,NA,NA,NA,0
"8355","patient's",8355,4.68,1.5836,NA,4257,NA,NA,0
"8356","pq",8356,4.68,1.1683,4685,NA,NA,NA,0
"8357","qtr",8357,4.68,1.1683,NA,NA,2543,NA,0
"8358","rapper",8358,4.68,1.9737,4504,NA,NA,2630,0
"8359","requires",8359,4.68,1.019,NA,1407,2356,NA,0
"8360","ruling",8360,4.68,1.449,NA,4516,1520,NA,0
"8361","shady",8361,4.68,1.7076,NA,NA,NA,2124,0
"8362","sodium",8362,4.68,1.5043,NA,3254,NA,NA,0
"8363","spots",8363,4.68,1.4061,4453,NA,4940,3660,0
"8364","threw",8364,4.68,1.0583,2696,3673,3813,1516,0
"8365","uu",8365,4.68,1.2196,3923,NA,NA,NA,0
"8366","wereld",8366,4.68,1.1507,NA,NA,NA,4869,0
"8367","wht",8367,4.68,1.3005,3793,NA,NA,NA,0
"8368","wir",8368,4.68,1.3161,NA,NA,NA,1090,0
"8369","bg",8369,4.67,0.9217,NA,NA,NA,3563,0
"8370","bump",8370,4.67,1.4199,NA,NA,NA,1543,0
"8372","dependence",8372,4.67,1.962,NA,3509,NA,NA,0
"8373","flesh",8373,4.67,1.5598,NA,2983,NA,1045,0
"8374","hustle",8374,4.67,1.688,NA,NA,NA,2010,0
"8375","immer",8375,4.67,1.0486,NA,NA,NA,2338,0
"8376","nooit",8376,4.67,1.4774,NA,NA,NA,2697,0
"8377","dicen",8377,4.67,1.1361,NA,NA,NA,4379,0
"8378","tumble",8378,4.67,1.7023,NA,NA,NA,4665,0
"8379","13th",8379,4.66,1.6856,NA,NA,NA,NA,0
"8380","agora",8380,4.66,1.6113,2490,NA,NA,NA,0
"8381","borrow",8381,4.66,1.5729,4792,NA,NA,3845,0
"8382","drip",8382,4.66,1.394,NA,NA,NA,2770,0
"8383","forms",8383,4.66,1.3342,NA,530,3035,NA,0
"8384","freakin",8384,4.66,1.8584,2584,NA,NA,NA,0
"8386","hole",8386,4.66,0.9607,2229,3069,3143,884,0
"8388","inquiry",8388,4.66,1.3793,NA,3153,2779,NA,0
"8389","islamic",8389,4.66,1.5201,NA,NA,3104,NA,0
"8390","iz",8390,4.66,1.1886,3259,NA,NA,NA,0
"8391","minor",8391,4.66,1.2554,4297,2082,2175,NA,0
"8392","nach",8392,4.66,1.2875,4207,NA,NA,2702,0
"8393","nuttin",8393,4.66,1.3793,NA,NA,NA,2485,0
"8394","odd",8394,4.66,1.6489,1387,4330,NA,NA,0
"8395","pile",8395,4.66,0.8947,4848,NA,NA,3824,0
"8396","punk",8396,4.66,1.5201,3147,NA,NA,1285,0
"8397","quisiera",8397,4.66,1.4086,NA,NA,NA,3732,0
"8398","ruff",8398,4.66,1.6239,NA,NA,NA,3223,0
"8399","seu",8399,4.66,1.1537,3619,NA,NA,NA,0
"8400","shorty",8400,4.66,1.4654,3628,NA,NA,1348,0
"8401","strung",8401,4.66,1.3342,NA,NA,NA,4276,0
"8403","theres",8403,4.66,1.239,1820,NA,NA,1369,0
"8404","tua",8404,4.66,1.1359,NA,NA,NA,4367,0
"8405","um",8405,4.66,0.9172,580,NA,NA,1198,0
"8407","wanting",8407,4.66,1.4792,2184,4905,NA,1609,0
"8408","yeltsin",8408,4.66,1.0616,NA,NA,4240,NA,0
"8409","yur",8409,4.66,1.3342,3683,NA,NA,NA,0
"8410","indirect",8410,4.65,1.3927,NA,4145,NA,NA,0
"8411","rappin",8411,4.65,1.91,NA,NA,NA,3710,0
"8412","raps",8412,4.65,1.7387,NA,NA,NA,3192,0
"8413","stripped",8413,4.65,1.9317,NA,NA,NA,4538,0
"8414","tire",8414,4.65,1.4938,NA,NA,NA,4992,0
"8415","undone",8415,4.65,1.2341,NA,NA,NA,2380,0
"8416","wolves",8416,4.65,2.2781,NA,NA,NA,3835,0
"8417","mek",8417,4.65,0.8377,NA,NA,NA,2862,0
"8418","#ff",8418,4.64,1.3667,NA,NA,NA,NA,0
"8419","b3",8419,4.64,0.9848,NA,NA,NA,NA,0
"8420","crazy",8420,4.64,2.2566,383,NA,4761,312,0
"8421","dry",8421,4.64,1.2578,2000,1565,3464,908,0
"8422","euch",8422,4.64,1.1911,NA,NA,NA,3599,0
"8424","freak",8424,4.64,1.9247,2706,NA,NA,944,0
"8425","freaky",8425,4.64,1.9458,NA,NA,NA,1958,0
"8426","fucking",8426,4.64,2.926,448,NA,NA,620,0
"8427","fuera",8427,4.64,1.1563,NA,NA,NA,4686,0
"8428","ganz",8428,4.64,1.3211,NA,NA,NA,3554,0
"8429","government",8429,4.64,1.6383,1675,157,161,2708,0
"8430","heb",8430,4.64,0.9424,4317,NA,NA,1905,0
"8431","hv",8431,4.64,1.1386,4147,NA,NA,NA,0
"8432","ini",8432,4.64,1.1205,2469,NA,NA,NA,0
"8433","kijk",8433,4.64,1.2578,NA,NA,NA,4783,0
"8434","lbs",8434,4.64,1.1021,4389,NA,NA,NA,0
"8435","left",8435,4.64,1.4394,360,205,292,183,0
"8436","lust",8436,4.64,2.038,3998,NA,NA,1596,0
"8437","muslim",8437,4.64,1.6995,NA,3734,3274,NA,0
"8438","nj",8438,4.64,1.0835,3244,NA,229,NA,0
"8439","po",8439,4.64,1.3056,4231,NA,3242,4273,0
"8440","pretend",8440,4.64,1.2739,3680,NA,NA,936,0
"8441","que",8441,4.64,1.3962,194,2340,NA,118,0
"8442","slit",8442,4.64,1.5086,NA,NA,NA,4608,0
"8443","soviet",8443,4.64,1.3365,NA,1173,669,NA,0
"8445","yer",8445,4.64,1.1205,4507,NA,NA,3001,0
"8446","compton",8446,4.63,1.4244,NA,NA,NA,4051,0
"8447","fragments",8447,4.63,1.5505,NA,4081,NA,NA,0
"8448","geht",8448,4.63,1.318,NA,NA,NA,3405,0
"8449","stares",8449,4.63,1.4957,NA,NA,NA,4300,0
"8450","stiff",8450,4.63,1.6795,NA,NA,NA,4629,0
"8452","zij",8452,4.63,1.4676,NA,NA,NA,4616,0
"8453","#mm",8453,4.62,1.4553,NA,NA,NA,NA,0
"8454","municipal",8454,4.62,1.3536,NA,NA,NA,NA,0
"8455","@joejonas",8455,4.62,1.427,NA,NA,NA,NA,0
"8456","@nickjonas",8456,4.62,1.5635,NA,NA,NA,NA,0
"8457","altijd",8457,4.62,1.3231,NA,NA,NA,3558,0
"8458","bull",8458,4.62,1.3076,2349,3840,NA,3767,0
"8459","bureau",8459,4.62,1.2919,NA,3060,1502,NA,0
"8460","dick",8460,4.62,1.783,1510,NA,3171,713,0
"8461","diet",8461,4.62,1.7248,1620,3018,NA,NA,0
"8462","gasoline",8462,4.62,1.4553,NA,NA,3887,4189,0
"8463","gov",8463,4.62,1.4968,3747,NA,1756,NA,0
"8464","governments",8464,4.62,1.701,NA,2163,2615,NA,0
"8465","gray",8465,4.62,1.3384,4307,2640,2598,1904,0
"8466","holes",8466,4.62,0.9666,NA,4410,4300,2106,0
"8467","holler",8467,4.62,1.427,NA,NA,NA,3255,0
"8468","lease",8468,4.62,1.2599,NA,NA,3962,NA,0
"8469","lebanon",8469,4.62,1.3536,NA,NA,3322,NA,0
"8471","ol'",8471,4.62,1.6022,NA,NA,NA,NA,0
"8473","palestinian",8473,4.62,1.6022,NA,NA,1850,NA,0
"8474","past",8474,4.62,1.6022,704,484,464,465,0
"8475","peasants",8475,4.62,1.6149,NA,4194,NA,NA,0
"8476","pigs",8476,4.62,2.0293,NA,NA,NA,4215,0
"8477","pressed",8477,4.62,1.3076,NA,3732,NA,4855,0
"8478","serbs",8478,4.62,1.3686,NA,NA,4166,NA,0
"8479","short-term",8479,4.62,1.3076,NA,NA,NA,NA,0
"8480","wid",8480,4.62,1.0669,4820,NA,NA,3432,0
"8481","year-ago",8481,4.62,1.4553,NA,NA,NA,NA,0
"8482","atomic",8482,4.61,1.789,NA,4271,NA,NA,0
"8483","daze",8483,4.61,1.4407,NA,NA,NA,4370,0
"8484","feds",8484,4.61,2.1967,NA,NA,NA,3721,0
"8485","ib",8485,4.61,1.3967,NA,4677,NA,NA,0
"8486","jij",8486,4.61,1.1331,NA,NA,NA,1742,0
"8487","inspection",8487,4.61,1.5506,NA,4128,NA,NA,0
"8488","dit",8488,4.6,1.2839,NA,NA,NA,1790,0
"8489","76th",8489,4.6,1.088,NA,NA,NA,NA,0
"8490","bind",8490,4.6,1.7843,NA,NA,NA,4155,0
"8491","bound",8491,4.6,1.3553,3416,1432,4393,1061,0
"8492","bruh",8492,4.6,1.1952,4610,NA,NA,NA,0
"8493","commercial",8493,4.6,1.6162,1537,1397,1072,NA,0
"8494","dar",8494,4.6,1.2122,4680,NA,NA,3175,0
"8495","differences",8495,4.6,1.3997,NA,913,3139,NA,0
"8496","fiscal",8496,4.6,1.3553,NA,4856,1479,NA,0
"8497","flames",8497,4.6,1.8736,NA,NA,NA,1458,0
"8498","half",8498,4.6,1.0102,524,353,547,593,0
"8499","ik",8499,4.6,0.9476,1297,NA,NA,331,0
"8500","jg",8500,4.6,1.069,4304,NA,NA,NA,0
"8501","later",8501,4.6,1.3553,477,239,352,929,0
"8502","lemme",8502,4.6,1.1249,3875,NA,NA,2427,0
"8504","little",8504,4.6,1.3401,178,133,266,104,0
"8505","mal",8505,4.6,1.3702,1765,NA,NA,1570,0
"8506","nme",8506,4.6,0.7825,4477,NA,NA,NA,0
"8507","nunca",8507,4.6,1.0302,4773,NA,NA,1492,0
"8508","obligation",8508,4.6,1.4142,NA,3694,4242,NA,0
"8509","pretax",8509,4.6,1.4569,NA,NA,2570,NA,0
"8511","recall",8511,4.6,2.2768,4770,3177,4105,1950,0
"8512","sack",8512,4.6,1.4983,NA,NA,NA,2499,0
"8513","shawty",8513,4.6,1.7496,NA,NA,NA,3202,0
"8514","sticky",8514,4.6,1.3248,NA,NA,NA,3292,0
"8515","tight",8515,4.6,1.2454,1936,4655,3595,511,0
"8516","trigger",8516,4.6,1.9483,NA,NA,NA,2253,0
"8518","used",8518,4.6,1.4846,425,123,309,296,0
"8519","vs",8519,4.6,0.833,621,3805,NA,NA,0
"8521","bark",8521,4.59,1.8475,NA,NA,NA,4245,0
"8522","disguise",8522,4.59,1.3832,NA,NA,NA,1766,0
"8523","gots",8523,4.59,1.4849,NA,NA,NA,2280,0
"8524","och",8524,4.59,1.0977,NA,NA,NA,3633,0
"8525","seldom",8525,4.59,1.5187,NA,3249,NA,NA,0
"8526","dir",8526,4.58,0.9416,NA,NA,NA,1395,0
"8527","tarde",8527,4.58,1.4267,NA,NA,NA,4373,0
"8528","@revrunwisdom",8528,4.58,1.3566,NA,NA,NA,NA,0
"8529","aan",8529,4.58,1.3415,3780,NA,NA,1628,0
"8532","bgt",8532,4.58,1.2469,3580,NA,NA,NA,0
"8533","busy",8533,4.58,1.8305,674,3414,3909,1504,0
"8534","c-includes",8534,4.58,1.2792,NA,NA,NA,NA,0
"8535","cit",8535,4.58,1.2137,NA,4662,NA,NA,0
"8536","congressional",8536,4.58,1.7507,NA,NA,1611,NA,0
"8537","differ",8537,4.58,1.3415,NA,2971,NA,NA,0
"8538","emo",8538,4.58,1.3864,4603,NA,NA,NA,0
"8539","excuse",8539,4.58,1.5265,1328,4683,NA,1892,0
"8540","fighter",8540,4.58,1.6548,3961,NA,NA,NA,0
"8541","gtgt",8541,4.58,1.4441,2931,NA,NA,NA,0
"8542","gunna",8542,4.58,1.1968,2506,NA,NA,4178,0
"8543","hazy",8543,4.58,1.4859,NA,NA,NA,4839,0
"8544","hit",8544,4.58,1.808,218,2768,881,276,0
"8545","insisted",8545,4.58,1.3415,NA,3655,2919,NA,0
"8546","inspector",8546,4.58,1.3107,NA,NA,4477,NA,0
"8547","institution",8547,4.58,1.5791,NA,2021,2409,NA,0
"8548","jigga",8548,4.58,1.3716,NA,NA,NA,4870,0
"8549","jurors",8549,4.58,1.401,NA,NA,4308,NA,0
"8550","kom",8550,4.58,1.2137,NA,NA,NA,2806,0
"8551","lls",8551,4.58,1.4299,3884,NA,NA,NA,0
"8552","lock",8552,4.58,1.012,3205,NA,NA,1180,0
"8553","police",8553,4.58,1.8526,1009,1258,212,1354,0
"8554","radical",8554,4.58,1.6174,NA,2553,4717,NA,0
"8555","saudi",8555,4.58,1.4299,NA,NA,3179,NA,0
"8556","senator",8556,4.58,1.4299,NA,4492,612,NA,0
"8557","stops",8557,4.58,1.2137,3487,NA,4424,2035,0
"8558","whatever",8558,4.58,0.9916,1091,943,1668,606,0
"8559","durch",8559,4.57,1.472,NA,NA,NA,3692,0
"8560","unreal",8560,4.57,1.6708,NA,NA,NA,4606,0
"8561","zal",8561,4.57,1.1902,NA,NA,NA,3360,0
"8562","dose",8562,4.56,1.5004,NA,3020,NA,NA,0
"8564","#idothat2",8564,4.56,1.6922,NA,NA,NA,NA,0
"8565","#NAME?",8565,4.56,1.2149,NA,NA,NA,NA,0
"8566","@jordanknight",8566,4.56,1.3118,NA,NA,NA,NA,0
"8567","ads",8567,4.56,1.8424,1848,NA,3357,NA,0
"8568","anymore",8568,4.56,1.1634,862,NA,4890,531,0
"8569","auf",8569,4.56,1.1457,1760,NA,NA,1149,0
"8570","blade",8570,4.56,1.6183,NA,NA,NA,2723,0
"8571","blues",8571,4.56,1.9811,2772,NA,3400,768,0
"8573","boxing",8573,4.56,1.8534,4456,NA,1889,NA,0
"8574","broker",8574,4.56,1.567,NA,NA,4053,NA,0
"8575","bust",8575,4.56,1.6433,3994,NA,NA,806,0
"8576","crunk",8576,4.56,1.728,NA,NA,NA,2960,0
"8577","gon",8577,4.56,1.198,1858,NA,NA,1093,0
"8578","grey",8578,4.56,1.6433,2959,3632,NA,1385,0
"8579","hoe",8579,4.56,1.198,2667,NA,NA,925,0
"8580","kuwait",8580,4.56,1.6801,NA,NA,4672,NA,0
"8581","merely",8581,4.56,1.1457,NA,914,3328,NA,0
"8582","outta",8582,4.56,1.1278,1338,NA,NA,818,0
"8583","queda",8583,4.56,1.1457,NA,NA,NA,4111,0
"8584","seh",8584,4.56,1.5005,NA,NA,NA,2785,0
"8585","stoned",8585,4.56,2.2054,NA,NA,NA,3112,0
"8586","w/o",8586,4.56,1.2961,NA,NA,NA,NA,0
"8587","yg",8587,4.56,1.0529,1394,NA,NA,NA,0
"8588","separately",8588,4.55,1.5147,NA,4783,NA,NA,0
"8589","uhh",8589,4.55,1.2427,NA,NA,NA,1190,0
"8590","gaat",8590,4.55,1.2912,NA,NA,NA,3189,0
"8591","appendix",8591,4.54,1.237,NA,2739,NA,NA,0
"8592","#epicpetwars",8592,4.54,1.1988,NA,NA,NA,NA,0
"8593","#formspringme",8593,4.54,1.2324,NA,NA,NA,NA,0
"8594","#shoutout",8594,4.54,1.7168,NA,NA,NA,NA,0
"8595","arbitrary",8595,4.54,1.5012,NA,4425,NA,NA,0
"8596","axe",8596,4.54,1.8649,NA,NA,NA,4399,0
"8598","bit",8598,4.54,1.1287,382,1663,1399,558,0
"8599","blocks",8599,4.54,1.4172,NA,3692,3767,2717,0
"8600","bom",8600,4.54,1.4598,2411,NA,NA,3667,0
"8601","caused",8601,4.54,0.9082,3977,1082,1753,3283,0
"8602","command",8602,4.54,1.5806,NA,1136,3431,2541,0
"8603","conn",8603,4.54,1.4316,NA,NA,811,NA,0
"8604","conservative",8604,4.54,1.9505,NA,2940,1853,NA,0
"8605","depois",8605,4.54,1.3433,4272,NA,NA,NA,0
"8606","eh",8606,4.54,1.1988,1167,NA,NA,1907,0
"8608","gah",8608,4.54,1.3734,3571,NA,NA,NA,0
"8609","gut",8609,4.54,1.073,4010,NA,NA,2807,0
"8610","hw",8610,4.54,1.1817,3110,NA,NA,NA,0
"8611","ima",8611,4.54,1.2324,926,NA,NA,2216,0
"8612","institutional",8612,4.54,1.94,NA,3516,4270,NA,0
"8614","ludacris",8614,4.54,1.7521,NA,NA,NA,4183,0
"8615","narrow",8615,4.54,0.9941,NA,1931,4246,4311,0
"8616","oder",8616,4.54,1.2651,4513,NA,NA,3524,0
"8617","pending",8617,4.54,1.2651,NA,NA,3288,NA,0
"8618","pirate",8618,4.54,2.2058,4343,NA,NA,NA,0
"8619","prolly",8619,4.54,1.1988,2914,NA,NA,NA,0
"8620","regulation",8620,4.54,1.4598,NA,2428,4022,NA,0
"8622","senators",8622,4.54,1.7286,NA,NA,3032,NA,0
"8623","sheesh",8623,4.54,1.5147,4626,NA,NA,NA,0
"8624","terms",8624,4.54,1.0539,4213,398,959,NA,0
"8625","twisting",8625,4.54,1.4028,NA,NA,NA,4087,0
"8626","urged",8626,4.54,1.2969,NA,3804,2860,NA,0
"8627","chains",8627,4.53,1.769,NA,4951,NA,1325,0
"8628","chloride",8628,4.53,1.5425,NA,4995,NA,NA,0
"8629","waits",8629,4.53,1.2433,NA,NA,NA,2289,0
"8630","6am",8630,4.52,1.6689,NA,NA,NA,NA,0
"8631","blew",8631,4.52,1.4741,4251,NA,NA,1794,0
"8632","clique",8632,4.52,1.9085,NA,NA,NA,3336,0
"8633","crucial",8633,4.52,1.5418,NA,3533,3218,NA,0
"8634","dependent",8634,4.52,1.6066,NA,1730,NA,NA,0
"8635","former",8635,4.52,1.432,1845,758,151,NA,0
"8636","gak",8636,4.52,1.3285,3646,NA,NA,NA,0
"8638","investigations",8638,4.52,1.2974,NA,4161,4161,NA,0
"8639","leave",8639,4.52,1.3285,457,699,916,162,0
"8640","muss",8640,4.52,1.0736,4859,NA,NA,NA,0
"8641","omfg",8641,4.52,2.0726,3150,NA,NA,NA,0
"8642","previously",8642,4.52,1.3285,NA,1658,1460,NA,0
"8643","rule",8643,4.52,1.5285,2180,660,1518,1126,0
"8644","shud",8644,4.52,1.1993,4254,NA,NA,NA,0
"8645","small",8645,4.52,1.3589,658,178,441,785,0
"8647","utterly",8647,4.52,1.7052,NA,4821,NA,NA,0
"8648","weight",8648,4.52,1.555,1166,906,2959,1296,0
"8649","cocked",8649,4.51,1.6971,NA,NA,NA,4661,0
"8650","daar",8650,4.51,1.3559,NA,NA,NA,3179,0
"8651","pill",8651,4.51,1.6473,NA,NA,NA,3102,0
"8652","@iamdiddy",8652,4.5,1.8979,NA,NA,NA,NA,0
"8653","ages",8653,4.5,1.4604,2652,2043,3408,3456,0
"8654","arab",8654,4.5,1.594,NA,3317,2540,NA,0
"8655","corporations",8655,4.5,1.6194,NA,4046,3851,NA,0
"8656","disposed",8656,4.5,1.7291,NA,4709,NA,NA,0
"8657","distance",8657,4.5,1.3132,4115,845,3467,1323,0
"8658","dong",8658,4.5,1.3887,4168,NA,NA,3959,0
"8660","govt",8660,4.5,1.8654,4197,NA,NA,NA,0
"8661","nah",8661,4.5,1.1294,1396,NA,NA,1017,0
"8662","outst",8662,4.5,1.1473,NA,NA,4573,NA,0
"8663","palestinians",8663,4.5,1.1995,NA,NA,2620,NA,0
"8664","prob",8664,4.5,1.1112,2383,NA,NA,NA,0
"8665","randomly",8665,4.5,1.1294,4512,NA,NA,NA,0
"8666","regulatory",8666,4.5,1.488,NA,NA,3987,NA,0
"8667","reverse",8667,4.5,1.1112,NA,3696,4763,4624,0
"8668","sangre",8668,4.5,1.233,NA,NA,NA,4941,0
"8669","temporary",8669,4.5,1.3439,NA,2946,3528,NA,0
"8670","goo",8670,4.49,1.5859,NA,NA,NA,4389,0
"8672","army",8672,4.48,2.0126,1529,593,795,2296,0
"8673","blow",8673,4.48,1.7407,1811,3411,4395,495,0
"8674","bs",8674,4.48,1.3285,2886,NA,NA,NA,0
"8675","despite",8675,4.48,1.3438,2109,1307,933,3738,0
"8676","dunno",8676,4.48,1.2974,2353,NA,NA,NA,0
"8677","elections",8677,4.48,1.5285,NA,3347,1487,NA,0
"8678","essays",8678,4.48,1.787,NA,3421,4889,NA,0
"8679","grabbed",8679,4.48,1.7052,NA,NA,NA,3123,0
"8680","heck",8680,4.48,1.3886,2603,NA,NA,NA,0
"8681","hidden",8681,4.48,1.432,4108,3094,4714,1934,0
"8682","issue",8682,4.48,1.4032,1607,812,470,NA,0
"8683","lehman",8683,4.48,1.313,NA,NA,3376,NA,0
"8685","negroes",8685,4.48,2.0428,NA,4626,NA,NA,0
"8686","nuthin",8686,4.48,1.4741,NA,NA,NA,4990,0
"8687","snoop",8687,4.48,1.7984,NA,NA,NA,1511,0
"8689","ashes",8689,4.47,1.959,NA,NA,NA,1802,0
"8690","commanded",8690,4.47,1.5956,NA,4406,NA,NA,0
"8691","nerves",8691,4.47,1.6968,NA,4371,NA,3938,0
"8692","spill",8692,4.47,1.6845,NA,NA,NA,3094,0
"8693","craving",8693,4.46,1.4598,3192,NA,NA,NA,0
"8694","crowds",8694,4.46,1.8975,NA,NA,NA,4403,0
"8695","gats",8695,4.46,1.6686,NA,NA,NA,3481,0
"8696","hammer",8696,4.46,1.5414,3152,NA,NA,2167,0
"8698","kicks",8698,4.46,1.5677,3770,NA,NA,2573,0
"8699","lecture",8699,4.46,1.4316,4988,4470,NA,NA,0
"8701","ol",8701,4.46,1.3433,3505,NA,NA,4902,0
"8702","plastic",8702,4.46,1.2811,2620,4000,3193,2078,0
"8703","politics",8703,4.46,1.7637,2753,1033,977,4360,0
"8704","required",8704,4.46,1.3734,3768,490,1394,NA,0
"8705","rigid",8705,4.46,1.6062,NA,4578,NA,NA,0
"8706","rumble",8706,4.46,1.6563,NA,NA,NA,4991,0
"8707","scarcely",8707,4.46,1.4028,NA,2688,NA,NA,0
"8708","short",8708,4.46,1.1466,759,425,747,1052,0
"8709","shorter",8709,4.46,1.1643,NA,4810,NA,NA,0
"8710","shy",8710,4.46,1.7404,3315,NA,NA,1762,0
"8711","skool",8711,4.46,1.7867,3087,NA,NA,NA,0
"8712","thrown",8712,4.46,1.1643,4816,2939,4715,2322,0
"8713","tossed",8713,4.46,1.4875,NA,NA,NA,4144,0
"8714","tricky",8714,4.46,1.5806,NA,NA,NA,4644,0
"8715","compelled",8715,4.45,1.2758,NA,3772,NA,NA,0
"8716","infantry",8716,4.45,2.0823,NA,4857,NA,NA,0
"8717","auch",8717,4.44,1.1457,2049,NA,NA,2265,0
"8718","bail",8718,4.44,1.7162,NA,NA,4820,3476,0
"8719","blank",8719,4.44,0.8369,4989,NA,NA,3771,0
"8720","bottom",8720,4.44,1.3273,2258,1641,2369,1250,0
"8721","busta",8721,4.44,1.3874,NA,NA,NA,1641,0
"8722","cop",8722,4.44,1.6922,3145,NA,NA,1558,0
"8723","correction",8723,4.44,1.3118,NA,NA,2995,NA,0
"8724","court's",8724,4.44,1.3273,NA,NA,NA,NA,0
"8725","errands",8725,4.44,1.5407,4527,NA,NA,NA,0
"8727","gay",8727,4.44,2.1774,944,3610,1874,2273,0
